week,opened,closed
2009-12-28,0,0
2010-01-04,0,0
2010-01-11,0,0
2010-01-18,0,0
2010-01-25,0,0
2010-02-01,0,0
2010-02-08,0,0
2010-02-15,0,0
2010-02-22,0,0
2010-03-01,0,0
2010-03-08,0,0
2010-03-15,0,0
2010-03-22,0,0
2010-03-29,0,0
2010-04-05,0,0
2010-04-12,0,0
2010-04-19,0,0
2010-04-26,0,0
2010-05-03,0,0
2010-05-10,0,0
2010-05-17,0,0
2010-05-24,0,0
2010-05-31,0,0
2010-06-07,0,0
2010-06-14,0,0
2010-06-21,0,0
2010-06-28,0,0
2010-07-05,0,0
2010-07-12,0,0
2010-07-19,0,0
2010-07-26,0,0
2010-08-02,0,0
2010-08-09,0,0
2010-08-16,0,0
2010-08-23,0,0
2010-08-30,0,0
2010-09-06,0,0
2010-09-13,0,0
2010-09-20,0,0
2010-09-27,0,0
2010-10-04,0,0
2010-10-11,0,0
2010-10-18,0,0
2010-10-25,0,0
2010-11-01,0,0
2010-11-08,0,0
2010-11-15,0,0
2010-11-22,0,0
2010-11-29,0,0
2010-12-06,0,0
2010-12-13,0,0
2010-12-20,0,0
2010-12-27,4,0
2011-01-03,4,0
2011-01-10,4,0
2011-01-17,4,0
2011-01-24,4,0
2011-01-31,4,0
2011-02-07,4,0
2011-02-14,4,0
2011-02-21,4,0
2011-02-28,4,0
2011-03-07,4,0
2011-03-14,4,0
2011-03-21,4,0
2011-03-28,4,0
2011-04-04,4,0
2011-04-11,4,0
2011-04-18,4,0
2011-04-25,4,0
2011-05-02,4,0
2011-05-09,4,0
2011-05-16,4,0
2011-05-23,4,0
2011-05-30,5,0
2011-06-06,5,0
2011-06-13,5,0
2011-06-20,5,0
2011-06-27,5,0
2011-07-04,5,0
2011-07-11,5,4
2011-07-18,5,4
2011-07-25,5,4
2011-08-01,5,4
2011-08-08,5,4
2011-08-15,5,4
2011-08-22,5,4
2011-08-29,5,4
2011-09-05,5,4
2011-09-12,5,4
2011-09-19,5,4
2011-09-26,5,4
2011-10-03,5,4
2011-10-10,5,5
2011-10-17,5,5
2011-10-24,5,5
2011-10-31,6,5
2011-11-07,6,5
2011-11-14,6,6
2011-11-21,6,6
2011-11-28,6,6
2011-12-05,6,6
2011-12-12,6,6
2011-12-19,6,6
2011-12-26,6,6
2012-01-02,6,6
2012-01-09,6,6
2012-01-16,6,6
2012-01-23,6,6
2012-01-30,6,6
2012-02-06,6,6
2012-02-13,6,6
2012-02-20,6,6
2012-02-27,6,6
2012-03-05,6,6
2012-03-12,6,6
2012-03-19,6,6
2012-03-26,6,6
2012-04-02,6,6
2012-04-09,6,6
2012-04-16,6,6
2012-04-23,6,6
2012-04-30,6,6
2012-05-07,6,6
2012-05-14,6,6
2012-05-21,6,6
2012-05-28,6,6
2012-06-04,6,6
2012-06-11,6,6
2012-06-18,6,6
2012-06-25,6,6
2012-07-02,6,6
2012-07-09,6,6
2012-07-16,6,6
2012-07-23,7,6
2012-07-30,7,6
2012-08-06,7,6
2012-08-13,7,6
2012-08-20,7,6
2012-08-27,7,6
2012-09-03,7,6
2012-09-10,7,6
2012-09-17,7,6
2012-09-24,7,6
2012-10-01,7,6
2012-10-08,8,6
2012-10-15,8,6
2012-10-22,8,6
2012-10-29,8,6
2012-11-05,8,6
2012-11-12,8,6
2012-11-19,8,6
2012-11-26,8,6
2012-12-03,8,6
2012-12-10,8,6
2012-12-17,8,6
2012-12-24,8,6
2012-12-31,8,6
2013-01-07,8,6
2013-01-14,8,6
2013-01-21,9,6
2013-01-28,9,6
2013-02-04,10,7
2013-02-11,10,7
2013-02-18,10,7
2013-02-25,10,7
2013-03-04,10,7
2013-03-11,10,7
2013-03-18,10,7
2013-03-25,10,7
2013-04-01,10,7
2013-04-08,10,7
2013-04-15,10,7
2013-04-22,10,7
2013-04-29,10,7
2013-05-06,10,8
2013-05-13,10,8
2013-05-20,10,8
2013-05-27,10,8
2013-06-03,10,8
2013-06-10,10,8
2013-06-17,10,8
2013-06-24,10,8
2013-07-01,10,8
2013-07-08,10,8
2013-07-15,10,8
2013-07-22,10,8
2013-07-29,10,8
2013-08-05,10,8
2013-08-12,10,9
2013-08-19,10,9
2013-08-26,10,9
2013-09-02,10,9
2013-09-09,10,10
2013-09-16,10,10
2013-09-23,10,10
2013-09-30,10,10
2013-10-07,10,10
2013-10-14,10,10
2013-10-21,10,10
2013-10-28,10,10
2013-11-04,10,10
2013-11-11,10,10
2013-11-18,10,10
2013-11-25,10,10
2013-12-02,10,10
2013-12-09,10,10
2013-12-16,10,10
2013-12-23,10,10
2013-12-30,10,10
2014-01-06,11,11
2014-01-13,11,11
2014-01-20,11,11
2014-01-27,11,11
2014-02-03,11,11
2014-02-10,11,11
2014-02-17,11,11
2014-02-24,11,11
2014-03-03,11,11
2014-03-10,11,11
2014-03-17,11,11
2014-03-24,11,11
2014-03-31,11,11
2014-04-07,11,11
2014-04-14,11,11
2014-04-21,11,11
2014-04-28,11,11
2014-05-05,11,11
2014-05-12,11,11
2014-05-19,11,11
2014-05-26,11,11
2014-06-02,11,11
2014-06-09,11,11
2014-06-16,11,11
2014-06-23,11,11
2014-06-30,11,11
2014-07-07,11,11
2014-07-14,11,11
2014-07-21,11,11
2014-07-28,11,11
2014-08-04,11,11
2014-08-11,12,11
2014-08-18,12,11
2014-08-25,12,11
2014-09-01,12,11
2014-09-08,12,11
2014-09-15,12,11
2014-09-22,12,11
2014-09-29,12,11
2014-10-06,12,11
2014-10-13,12,11
2014-10-20,12,11
2014-10-27,12,11
2014-11-03,12,11
2014-11-10,12,11
2014-11-17,12,11
2014-11-24,12,11
2014-12-01,12,11
2014-12-08,12,11
2014-12-15,12,11
2014-12-22,12,11
2014-12-29,12,12
2015-01-05,12,12
2015-01-12,12,12
2015-01-19,12,12
2015-01-26,12,12
2015-02-02,12,12
2015-02-09,12,12
2015-02-16,12,12
2015-02-23,12,12
2015-03-02,12,12
2015-03-09,12,12
2015-03-16,12,12
2015-03-23,12,12
2015-03-30,12,12
2015-04-06,12,12
2015-04-13,12,12
2015-04-20,12,12
2015-04-27,12,12
2015-05-04,12,12
2015-05-11,12,12
2015-05-18,12,12
2015-05-25,12,12
2015-06-01,12,12
2015-06-08,12,12
2015-06-15,12,12
2015-06-22,12,12
2015-06-29,12,12
2015-07-06,12,12
2015-07-13,12,12
2015-07-20,12,12
2015-07-27,12,12
2015-08-03,12,12
2015-08-10,12,12
2015-08-17,12,12
2015-08-24,12,12
2015-08-31,12,12
2015-09-07,12,12
2015-09-14,12,12
2015-09-21,12,12
2015-09-28,12,12
2015-10-05,12,12
2015-10-12,12,12
2015-10-19,12,12
2015-10-26,12,12
2015-11-02,12,12
2015-11-09,12,12
2015-11-16,12,12
2015-11-23,12,12
2015-11-30,12,12
2015-12-07,12,12
2015-12-14,12,12
2015-12-21,12,12
2015-12-28,12,12
2016-01-04,12,12
2016-01-11,12,12
2016-01-18,12,12
2016-01-25,12,12
2016-02-01,12,12
2016-02-08,12,12
2016-02-15,12,12
2016-02-22,12,12
2016-02-29,12,12
2016-03-07,13,12
2016-03-14,13,12
2016-03-21,13,12
2016-03-28,13,13
2016-04-04,13,13
2016-04-11,13,13
2016-04-18,13,13
2016-04-25,13,13
2016-05-02,13,13
2016-05-09,13,13
2016-05-16,13,13
2016-05-23,13,13
